"Time","by-stack"
2023-05-28 18:56:00,0.0399
2023-05-28 18:56:30,0.216
2023-05-28 18:57:00,3.09
2023-05-28 18:57:30,3.17
2023-05-28 18:58:00,3.26
2023-05-28 18:58:30,3.42
2023-05-28 18:59:00,3.61
2023-05-28 18:59:30,3.30
2023-05-28 19:00:00,3.46
2023-05-28 19:00:30,3.56
2023-05-28 19:01:00,3.61
2023-05-28 19:01:30,3.36
2023-05-28 19:02:00,3.13
2023-05-28 19:02:30,3.60
2023-05-28 19:03:00,3.27
2023-05-28 19:03:30,3.60
2023-05-28 19:04:00,3.26
2023-05-28 19:04:30,3.62
2023-05-28 19:05:00,3.42
2023-05-28 19:05:30,3.38
2023-05-28 19:06:00,3.23

