"Time","by-stack"
2023-05-28 18:56:00,3264512
2023-05-28 18:56:30,3563520
2023-05-28 18:57:00,3657728
2023-05-28 18:57:30,28356608
2023-05-28 18:58:00,28356608
2023-05-28 18:58:30,81920000
2023-05-28 18:59:00,81920000
2023-05-28 18:59:30,114589696
2023-05-28 19:00:00,115916800
2023-05-28 19:00:30,147841024
2023-05-28 19:01:00,147841024
2023-05-28 19:01:30,187248640
2023-05-28 19:02:00,187252736
2023-05-28 19:02:30,192540672
2023-05-28 19:03:00,192540672
2023-05-28 19:03:30,205205504
2023-05-28 19:04:00,205205504
2023-05-28 19:04:30,226263040
2023-05-28 19:05:00,226263040
2023-05-28 19:05:30,242556928
2023-05-28 19:06:00,242556928

