sep=,
"Time","all-in-one"
2023-03-30 07:11:00,1953415168
2023-03-30 07:11:30,2104299520
2023-03-30 07:12:00,2153943040
2023-03-30 07:12:30,2262974464
2023-03-30 07:13:00,2319323136
2023-03-30 07:13:30,2358984704
2023-03-30 07:14:00,2388398080
2023-03-30 07:14:30,2393899008
2023-03-30 07:15:00,2431193088
2023-03-30 07:15:30,2435108864
2023-03-30 07:16:00,2474106880
2023-03-30 07:16:30,2456662016
2023-03-30 07:17:00,2480304128
2023-03-30 07:17:30,2490421248
2023-03-30 07:18:00,2484838400
2023-03-30 07:18:30,2485997568
2023-03-30 07:19:00,2500177920
2023-03-30 07:19:30,2522415104
2023-03-30 07:20:00,2538135552
2023-03-30 07:20:30,2528894976
2023-03-30 07:21:00,2526781440

