sep=,
"Time","all-in-one"
2023-03-30 07:11:00,0.0518
2023-03-30 07:11:30,1.28
2023-03-30 07:12:00,2.28
2023-03-30 07:12:30,2.90
2023-03-30 07:13:00,2.48
2023-03-30 07:13:30,2.79
2023-03-30 07:14:00,2.78
2023-03-30 07:14:30,2.84
2023-03-30 07:15:00,2.75
2023-03-30 07:15:30,2.22
2023-03-30 07:16:00,2.69
2023-03-30 07:16:30,2.31
2023-03-30 07:17:00,2.63
2023-03-30 07:17:30,2.75
2023-03-30 07:18:00,2.76
2023-03-30 07:18:30,2.17
2023-03-30 07:19:00,2.72
2023-03-30 07:19:30,2.28
2023-03-30 07:20:00,2.70
2023-03-30 07:20:30,2.64
2023-03-30 07:21:00,2.73

