sep=,
"Time","Total Cost"
2023-03-30 07:13:15,35.15
2023-03-30 07:13:30,102.69
2023-03-30 07:13:45,102.69
2023-03-30 07:14:00,102.69
2023-03-30 07:14:15,102.69
2023-03-30 07:14:30,100.94
2023-03-30 07:14:45,100.94
2023-03-30 07:15:00,100.94
2023-03-30 07:15:15,100.94
2023-03-30 07:15:30,101.92
2023-03-30 07:15:45,101.92
2023-03-30 07:16:00,101.92
2023-03-30 07:16:15,101.92
2023-03-30 07:16:30,93.34
2023-03-30 07:16:45,93.34
2023-03-30 07:17:00,93.34
2023-03-30 07:17:15,93.34
2023-03-30 07:17:30,81.88
2023-03-30 07:17:45,81.88
2023-03-30 07:18:00,81.88
2023-03-30 07:18:15,81.88
2023-03-30 07:18:30,96.53
2023-03-30 07:18:45,96.53
2023-03-30 07:19:00,96.53
2023-03-30 07:19:15,96.53
2023-03-30 07:19:30,96.97
2023-03-30 07:19:45,96.97
2023-03-30 07:20:00,96.97
2023-03-30 07:20:15,96.97
2023-03-30 07:20:30,92.98
2023-03-30 07:20:45,92.98
2023-03-30 07:21:00,92.98
2023-03-30 07:21:15,92.98
2023-03-30 07:21:30,73.48
2023-03-30 07:21:45,73.48
2023-03-30 07:22:00,73.48
2023-03-30 07:22:15,73.48
2023-03-30 07:22:30,79.48
2023-03-30 07:22:45,79.48
2023-03-30 07:23:00,79.48
2023-03-30 07:23:15,79.48

