"Time","Total Cost"
2023-05-26 09:07:45,70.75
2023-05-26 09:08:00,106.08
2023-05-26 09:08:15,106.08
2023-05-26 09:08:30,106.08
2023-05-26 09:08:45,106.08
2023-05-26 09:09:00,118.65
2023-05-26 09:09:15,118.65
2023-05-26 09:09:30,118.65
2023-05-26 09:09:45,118.65
2023-05-26 09:10:00,119.18
2023-05-26 09:10:15,119.18
2023-05-26 09:10:30,119.18
2023-05-26 09:10:45,119.18
2023-05-26 09:11:00,113.13
2023-05-26 09:11:15,113.13
2023-05-26 09:11:30,113.13
2023-05-26 09:11:45,113.13
2023-05-26 09:12:00,115.75
2023-05-26 09:12:15,115.75
2023-05-26 09:12:30,115.75
2023-05-26 09:12:45,115.75
2023-05-26 09:13:00,115.59
2023-05-26 09:13:15,115.59
2023-05-26 09:13:30,115.59
2023-05-26 09:13:45,115.59
2023-05-26 09:14:00,116.06
2023-05-26 09:14:15,116.06
2023-05-26 09:14:30,116.06
2023-05-26 09:14:45,116.06
2023-05-26 09:15:00,116.31
2023-05-26 09:15:15,116.31
2023-05-26 09:15:30,116.31
2023-05-26 09:15:45,116.31
2023-05-26 09:16:00,114.69
2023-05-26 09:16:15,114.69
2023-05-26 09:16:30,114.69
2023-05-26 09:16:45,114.69
2023-05-26 09:17:00,88.37
2023-05-26 09:17:15,88.37
2023-05-26 09:17:30,88.37
2023-05-26 09:17:45,88.37

