sep=,
"Time","by-dependencies"
2023-05-26 09:05:30,3235840
2023-05-26 09:06:00,3235840
2023-05-26 09:06:30,5599232
2023-05-26 09:07:00,6119424
2023-05-26 09:07:30,29241344
2023-05-26 09:08:00,29241344
2023-05-26 09:08:30,72196096
2023-05-26 09:09:00,72196096
2023-05-26 09:09:30,117866496
2023-05-26 09:10:00,117870592
2023-05-26 09:10:30,153206784
2023-05-26 09:11:00,153206784
2023-05-26 09:11:30,192090112
2023-05-26 09:12:00,192094208
2023-05-26 09:12:30,206114816
2023-05-26 09:13:00,201920512
2023-05-26 09:13:30,220377088
2023-05-26 09:14:00,224047104
2023-05-26 09:14:30,238247936
2023-05-26 09:15:00,238247936
2023-05-26 09:15:30,250916864

