"Time","Total Cost"
2023-05-27 14:54:45,68.21
2023-05-27 14:55:00,129.56
2023-05-27 14:55:15,129.56
2023-05-27 14:55:30,129.56
2023-05-27 14:55:45,129.56
2023-05-27 14:56:00,123.33
2023-05-27 14:56:15,123.33
2023-05-27 14:56:30,123.33
2023-05-27 14:56:45,123.33
2023-05-27 14:57:00,106.94
2023-05-27 14:57:15,106.94
2023-05-27 14:57:30,106.94
2023-05-27 14:57:45,106.94
2023-05-27 14:58:00,128.60
2023-05-27 14:58:15,128.60
2023-05-27 14:58:30,128.60
2023-05-27 14:58:45,128.60
2023-05-27 14:59:00,129.82
2023-05-27 14:59:15,129.82
2023-05-27 14:59:30,129.82
2023-05-27 14:59:45,129.82
2023-05-27 15:00:00,130.78
2023-05-27 15:00:15,130.78
2023-05-27 15:00:30,130.78
2023-05-27 15:00:45,130.78
2023-05-27 15:01:00,116.61
2023-05-27 15:01:15,116.61
2023-05-27 15:01:30,116.61
2023-05-27 15:01:45,116.61
2023-05-27 15:02:00,131.84
2023-05-27 15:02:15,131.84
2023-05-27 15:02:30,131.84
2023-05-27 15:02:45,131.84
2023-05-27 15:03:00,132.42
2023-05-27 15:03:15,132.42
2023-05-27 15:03:30,132.42
2023-05-27 15:03:45,132.42
2023-05-27 15:04:00,89.04
2023-05-27 15:04:15,89.04
2023-05-27 15:04:30,89.04
2023-05-27 15:04:45,89.04

