"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2023-05-27 14:52:15,1,1,1,1,1,1,1,1
2023-05-27 14:52:30,1,1,1,1,1,1,1,1
2023-05-27 14:52:45,1,1,1,1,1,1,1,1
2023-05-27 14:53:00,1,1,1,1,1,1,1,1
2023-05-27 14:53:15,1,1,1,1,1,1,1,1
2023-05-27 14:53:30,1,1,1,1,1,1,1,1
2023-05-27 14:53:45,1,1,1,1,1,1,1,1
2023-05-27 14:54:00,1,1,1,1,1,1,1,1
2023-05-27 14:54:15,1,1,1,1,1,1,1,1
2023-05-27 14:54:30,1,1,1,1,1,1,1,1
2023-05-27 14:54:45,1,1,1,1,1,1,1,1
2023-05-27 14:55:00,1,1,1,1,1,1,1,1
2023-05-27 14:55:15,1,1,1,1,1,1,1,1
2023-05-27 14:55:30,1,1,1,1,1,1,1,1
2023-05-27 14:55:45,1,1,1,1,1,1,1,1
2023-05-27 14:56:00,1,1,1,1,1,1,1,1
2023-05-27 14:56:15,1,1,1,1,1,1,1,1
2023-05-27 14:56:30,1,1,1,1,1,1,1,1
2023-05-27 14:56:45,1,1,1,1,1,1,1,1
2023-05-27 14:57:00,1,1,1,1,1,1,1,1
2023-05-27 14:57:15,1,1,1,1,1,1,1,1
2023-05-27 14:57:30,1,1,1,1,1,1,1,1
2023-05-27 14:57:45,1,1,1,1,1,1,1,1
2023-05-27 14:58:00,1,1,1,1,1,1,1,1
2023-05-27 14:58:15,1,1,1,1,1,1,1,1
2023-05-27 14:58:30,1,1,1,1,1,1,1,1
2023-05-27 14:58:45,1,1,1,1,1,1,1,1
2023-05-27 14:59:00,1,1,1,1,1,1,1,1
2023-05-27 14:59:15,1,1,1,1,1,1,1,1
2023-05-27 14:59:30,1,1,1,1,1,1,1,1
2023-05-27 14:59:45,1,1,1,1,1,1,1,1
2023-05-27 15:00:00,1,1,1,1,1,1,1,1
2023-05-27 15:00:15,1,1,1,1,1,1,1,1
2023-05-27 15:00:30,1,1,1,1,1,1,1,1
2023-05-27 15:00:45,1,1,1,1,1,1,1,1
2023-05-27 15:01:00,1,1,1,1,1,1,1,1
2023-05-27 15:01:15,1,1,1,1,1,1,1,1
2023-05-27 15:01:30,1,1,1,1,1,1,1,1
2023-05-27 15:01:45,1,1,1,1,1,1,1,1
2023-05-27 15:02:00,0,1,1,1,1,1,1,1
2023-05-27 15:02:15,0,1,1,1,1,1,1,1

