"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2023-05-27 14:52:15,0,0,0,0,0,0,0,0
2023-05-27 14:52:30,0,0,0,0,0,0,0,0
2023-05-27 14:52:45,0,0,0,0,0,0,0,0
2023-05-27 14:53:00,0,0,0,0,0,0,0,0
2023-05-27 14:53:15,0,0,0,0,0,0,0,0
2023-05-27 14:53:30,0,0,0,0,0,0,0,0
2023-05-27 14:53:45,0,0,0,0,0,0,0,0
2023-05-27 14:54:00,0,0,0,0,0,0,0,0
2023-05-27 14:54:15,0,0,0,0,0,0,0,0
2023-05-27 14:54:30,0,0,0,0,0,0,0,0
2023-05-27 14:54:45,0,0,0,0,0,0,0,0
2023-05-27 14:55:00,0,0,0,0,0,0,0,0
2023-05-27 14:55:15,0,0,0,0,0,0,0,0
2023-05-27 14:55:30,0,0,0,0,0,0,0,0
2023-05-27 14:55:45,0,0,0,0,0,0,0,0
2023-05-27 14:56:00,0,0,0,0,0,0,0,0
2023-05-27 14:56:15,0,0,0,0,0,0,0,0
2023-05-27 14:56:30,0,0,0,0,0,0,0,0
2023-05-27 14:56:45,0,0,0,0,0,0,0,0
2023-05-27 14:57:00,0,0,0,0,0,0,0,0
2023-05-27 14:57:15,0,0,0,0,0,0,0,0
2023-05-27 14:57:30,0,0,0,0,0,0,0,0
2023-05-27 14:57:45,0,0,0,0,0,0,0,0
2023-05-27 14:58:00,0,0,0,0,0,0,0,0
2023-05-27 14:58:15,0,0,0,0,0,0,0,0
2023-05-27 14:58:30,0,0,0,0,0,0,0,0
2023-05-27 14:58:45,0,0,0,0,0,0,0,0
2023-05-27 14:59:00,0,0,0,0,0,0,0,0
2023-05-27 14:59:15,0,0,0,0,0,0,0,0
2023-05-27 14:59:30,0,0,0,0,0,0,0,0
2023-05-27 14:59:45,0,0,0,0,0,0,0,0
2023-05-27 15:00:00,0,0,0,0,0,0,0,0
2023-05-27 15:00:15,0,0,0,0,0,0,0,0
2023-05-27 15:00:30,0,0,0,0,0,0,0,0
2023-05-27 15:00:45,0,0,0,0,0,0,0,0
2023-05-27 15:01:00,0,0,0,0,0,0,0,0
2023-05-27 15:01:15,0,0,0,0,0,0,0,0
2023-05-27 15:01:30,0,0,0,0,0,0,0,0
2023-05-27 15:01:45,0,0,0,0,0,0,0,0
2023-05-27 15:02:00,1,0,0,0,0,0,0,0
2023-05-27 15:02:15,1,0,0,0,0,0,0,0

