"Time","all-in-one"
2023-05-27 14:52:00,2013691904
2023-05-27 14:52:30,2084544512
2023-05-27 14:53:00,2412945408
2023-05-27 14:53:30,2537361408
2023-05-27 14:54:00,2609651712
2023-05-27 14:54:30,2679115776
2023-05-27 14:55:00,2793066496
2023-05-27 14:55:30,2825576448
2023-05-27 14:56:00,2880724992
2023-05-27 14:56:30,3026759680
2023-05-27 14:57:00,3071377408
2023-05-27 14:57:30,3162329088
2023-05-27 14:58:00,3336822784
2023-05-27 14:58:30,3291451392
2023-05-27 14:59:00,3508219904
2023-05-27 14:59:30,3440738304
2023-05-27 15:00:00,3604987904
2023-05-27 15:00:30,3537895424
2023-05-27 15:01:00,3692310528
2023-05-27 15:01:30,3657449472
2023-05-27 15:02:00,4267560960

