"Time","all-in-one"
2023-05-27 14:52:00,0.0423
2023-05-27 14:52:30,0.263
2023-05-27 14:53:00,2.83
2023-05-27 14:53:30,3.67
2023-05-27 14:54:00,3.67
2023-05-27 14:54:30,3.28
2023-05-27 14:55:00,3.01
2023-05-27 14:55:30,3.76
2023-05-27 14:56:00,3.64
2023-05-27 14:56:30,3.33
2023-05-27 14:57:00,3.67
2023-05-27 14:57:30,3.64
2023-05-27 14:58:00,3.66
2023-05-27 14:58:30,3.40
2023-05-27 14:59:00,3.36
2023-05-27 14:59:30,3.68
2023-05-27 15:00:00,3.16
2023-05-27 15:00:30,3.25
2023-05-27 15:01:00,3.65
2023-05-27 15:01:30,3.68
2023-05-27 15:02:00,3.34

