Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,35797,0,270,243.49397994245328,5,562,8688.0,59.662040392718616,0.0,270,300,310,320,340,360,380,400,450,530,560
GET,/basket.html,35628,0,240,218.18432132030986,5,658,23020.0,59.38037196166658,0.0,240,260,280,300,330,360,390,420,490,580,660
DELETE,/cart,35531,0,420,387.1523176944077,8,2368,0.0,59.21870428230536,0.0,420,460,490,500,550,600,680,760,1300,1800,2400
POST,/cart,35659,1,700,651.2611963319218,16,2633,0.0017947783168344598,59.4320389519779,0.0016666771068167337,700,770,800,830,900,980,1100,1300,2000,2400,2600
GET,/category.html,35737,0,220,204.1217505666396,5,566,11518.0,59.56203976630961,0.0,220,250,270,280,300,330,360,380,460,510,570
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,4041,0,240,212.07795100222717,5,497,10364.0,6.73504218864642,0.0,240,260,280,290,320,340,370,390,460,500,500
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3994,0,240,214.15398097145717,5,525,10364.0,6.656708364626034,0.0,240,260,280,290,320,340,370,390,460,520,520
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3968,0,240,212.23664314516128,5,540,10364.0,6.613374759848799,0.0,240,260,280,290,320,340,370,390,490,540,540
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3945,0,240,211.01596958174906,5,480,10364.0,6.575041186392014,0.0,240,260,280,290,310,340,370,390,450,480,480
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3862,0,240,213.5880372863801,5,478,10364.0,6.436706986526225,0.0,240,260,280,290,310,340,370,390,460,480,480
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3959,0,240,212.8820409194241,5,511,10364.0,6.598374665887448,0.0,240,260,280,290,310,340,370,390,460,510,510
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,4009,0,240,213.25168371164878,5,525,10364.0,6.681708521228285,0.0,240,260,280,290,320,340,370,390,450,520,520
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3919,0,240,213.43633579994898,5,516,10364.0,6.531707581614779,0.0,240,260,280,290,320,340,370,390,460,520,520
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,4035,0,240,214.11573729863693,5,458,10364.0,6.72504212600552,0.0,240,260,280,290,310,340,360,380,440,460,460
GET,/login,35743,0,680,622.7518954760372,49,3171,12.998545169683574,59.57203982895051,0.0,680,740,780,800,860,910,990,1100,1600,2200,3200
POST,/orders,35562,0,1200,1239.0217648051291,67,4457,607.3792531353693,59.27037127261668,0.0,1200,1400,1500,1600,1900,2200,2600,2800,3400,3800,4500
,Aggregated,285389,1,310,471.96926650992157,5,4457,6780.816366433184,475.6513128373208,0.0016666771068167337,310,480,660,740,970,1300,1700,2000,2800,3400,4500
