"Time","all-in-one"
2024-02-27 07:42:30,2273214464
2024-02-27 07:43:00,3183640576
2024-02-27 07:43:30,3866554368
2024-02-27 07:44:00,4121374720
2024-02-27 07:44:30,4935208960
2024-02-27 07:45:00,5563371520
2024-02-27 07:45:30,5890277376
2024-02-27 07:46:00,5980213248
2024-02-27 07:46:30,6013460480
2024-02-27 07:47:00,6070935552
2024-02-27 07:47:30,6122852352
2024-02-27 07:48:00,6202855424
2024-02-27 07:48:30,6225453056
2024-02-27 07:49:00,6214283264
2024-02-27 07:49:30,6240284672
2024-02-27 07:50:00,6248206336
2024-02-27 07:50:30,6265479168
2024-02-27 07:51:00,6235926528
2024-02-27 07:51:30,6240063488
2024-02-27 07:52:00,6255026176
2024-02-27 07:52:30,6224592896
