Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,34616,0,440,765.066183267853,5,4069,8688.0,57.688895456903786,0.0,440,940,1300,1500,1900,2200,2400,2600,3300,3700,4100
GET,/basket.html,34027,0,370,717.6841625767772,5,4066,23020.0,56.70730430182763,0.0,370,850,1200,1400,1900,2200,2500,2700,3300,3800,4100
DELETE,/cart,32220,0,3700,3156.6142458100558,8,8275,0.0,53.69586929805408,0.0,3700,4200,4400,4500,4800,5100,5700,6300,6900,7800,8300
POST,/cart,34037,28,5400,4730.039838998737,15,13145,0.052648588300966595,56.72396968646389,0.046663076981549166,5400,5900,6300,6500,7200,8100,9100,9800,11000,13000,13000
GET,/category.html,34360,0,380,702.5684516880093,5,3673,11518.0,57.26226161021533,0.0,380,840,1200,1400,1800,2100,2300,2500,2900,3200,3700
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3850,0,380,716.3976623376624,5,3565,10364.0,6.4161730849630105,0.0,380,860,1200,1400,1900,2100,2400,2600,3000,3600,3600
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3911,0,370,725.647404755817,5,3606,10364.0,6.517831931244243,0.0,370,850,1200,1500,1900,2200,2400,2600,3200,3600,3600
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3747,0,400,747.8700293568188,5,3298,10364.0,6.244519623209454,0.0,400,930,1300,1500,1900,2200,2400,2500,3000,3300,3300
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3740,0,360,704.3810160427807,5,4098,10364.0,6.232853853964067,0.0,360,820,1200,1400,1900,2200,2400,2600,3300,4100,4100
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3910,0,360,712.2214833759591,5,3322,10364.0,6.516165392780616,0.0,360,850,1200,1400,1900,2100,2400,2500,3000,3300,3300
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3862,0,370,727.9930088037287,5,3341,10364.0,6.4361715465265315,0.0,370,880,1200,1500,1900,2200,2400,2600,3100,3300,3300
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3793,0,370,721.6622726074347,5,3322,10364.0,6.321180392536285,0.0,370,880,1200,1400,1900,2100,2400,2600,3000,3300,3300
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3740,0,350,709.3925133689839,5,3935,10364.0,6.232853853964067,0.0,350,880,1200,1400,1900,2100,2400,2600,3400,3900,3900
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3805,0,350,724.1258869908016,5,3411,10364.0,6.341178854099806,0.0,350,860,1200,1500,1900,2100,2400,2600,3000,3400,3400
GET,/login,34364,0,4700,4205.239145617506,17,11300,12.998865091374695,57.26892776406984,0.0,4700,5100,5400,5500,6400,7500,8500,9200,10000,11000,11000
POST,/orders,32465,0,8800,16799.99085168643,60,37160,605.8466964423225,54.10417122164263,0.0,8800,31000,32000,33000,34000,35000,35000,36000,36000,37000,37000
,Aggregated,270447,28,1600,3891.4915639663222,5,37160,6862.739974930393,450.71032787246526,0.046663076981549166,1600,3300,4600,5100,6800,23000,34000,34000,36000,36000,37000
