"Time","by-dependencies"
2023-05-27 11:35:00,4059136
2023-05-27 11:35:30,4059136
2023-05-27 11:36:00,4059136
2023-05-27 11:36:30,16678912
2023-05-27 11:37:00,18644992
2023-05-27 11:37:30,49856512
2023-05-27 11:38:00,49856512
2023-05-27 11:38:30,93437952
2023-05-27 11:39:00,95010816
2023-05-27 11:39:30,134537216
2023-05-27 11:40:00,134541312
2023-05-27 11:40:30,181329920
2023-05-27 11:41:00,181395456
2023-05-27 11:41:30,199184384
2023-05-27 11:42:00,199426048
2023-05-27 11:42:30,204828672
2023-05-27 11:43:00,204828672
2023-05-27 11:43:30,227418112
2023-05-27 11:44:00,227418112
2023-05-27 11:44:30,260009984
2023-05-27 11:45:00,260009984

