"Time","by-dependencies"
2023-05-27 11:35:00,0.0386
2023-05-27 11:35:30,0.215
2023-05-27 11:36:00,1.64
2023-05-27 11:36:30,2.72
2023-05-27 11:37:00,2.68
2023-05-27 11:37:30,3.04
2023-05-27 11:38:00,3.18
2023-05-27 11:38:30,3.22
2023-05-27 11:39:00,3.06
2023-05-27 11:39:30,3.13
2023-05-27 11:40:00,2.89
2023-05-27 11:40:30,2.97
2023-05-27 11:41:00,2.84
2023-05-27 11:41:30,2.97
2023-05-27 11:42:00,3.02
2023-05-27 11:42:30,2.91
2023-05-27 11:43:00,2.88
2023-05-27 11:43:30,3.00
2023-05-27 11:44:00,3.03
2023-05-27 11:44:30,2.82
2023-05-27 11:45:00,2.88

