"Time","all-in-one"
2024-01-23 04:42:30,14843904
2024-01-23 04:43:00,23252992
2024-01-23 04:43:30,25907200
2024-01-23 04:44:00,46104576
2024-01-23 04:44:30,48730112
2024-01-23 04:45:00,68739072
2024-01-23 04:45:30,93966336
2024-01-23 04:46:00,113971200
2024-01-23 04:46:30,148115456
2024-01-23 04:47:00,176508928
2024-01-23 04:47:30,201400320
2024-01-23 04:48:00,203014144
2024-01-23 04:48:30,234594304
2024-01-23 04:49:00,242982912
2024-01-23 04:49:30,283475968
2024-01-23 04:50:00,267747328
2024-01-23 04:50:30,264273920
2024-01-23 04:51:00,265322496
2024-01-23 04:51:30,277291008
2024-01-23 04:52:00,279388160
2024-01-23 04:52:30,293363712
