sep=,
"Time","by-dependencies"
2023-04-03 12:32:30,2063290368
2023-04-03 12:33:00,2155323392
2023-04-03 12:33:30,2267455488
2023-04-03 12:34:00,2353377280
2023-04-03 12:34:30,2382884864
2023-04-03 12:35:00,2426707968
2023-04-03 12:35:30,2495258624
2023-04-03 12:36:00,2539667456
2023-04-03 12:36:30,2548367360
2023-04-03 12:37:00,2578898944
2023-04-03 12:37:30,2592374784
2023-04-03 12:38:00,2613743616
2023-04-03 12:38:30,2616041472
2023-04-03 12:39:00,2622844928
2023-04-03 12:39:30,2631999488
2023-04-03 12:40:00,2659811328
2023-04-03 12:40:30,2655715328
2023-04-03 12:41:00,2671742976
2023-04-03 12:41:30,2676723712
2023-04-03 12:42:00,2681671680
2023-04-03 12:42:30,2691153920

