sep=,
"Time","Total Cost"
2023-04-03 12:34:15,36.24
2023-04-03 12:34:30,77.86
2023-04-03 12:34:45,77.86
2023-04-03 12:35:00,77.86
2023-04-03 12:35:15,77.86
2023-04-03 12:35:30,102.63
2023-04-03 12:35:45,102.63
2023-04-03 12:36:00,102.63
2023-04-03 12:36:15,102.63
2023-04-03 12:36:30,104.89
2023-04-03 12:36:45,104.89
2023-04-03 12:37:00,104.89
2023-04-03 12:37:15,104.89
2023-04-03 12:37:30,103.22
2023-04-03 12:37:45,103.22
2023-04-03 12:38:00,103.22
2023-04-03 12:38:15,103.22
2023-04-03 12:38:30,102.16
2023-04-03 12:38:45,102.16
2023-04-03 12:39:00,102.16
2023-04-03 12:39:15,102.16
2023-04-03 12:39:30,102.80
2023-04-03 12:39:45,102.80
2023-04-03 12:40:00,102.80
2023-04-03 12:40:15,102.80
2023-04-03 12:40:30,103.24
2023-04-03 12:40:45,103.24
2023-04-03 12:41:00,103.24
2023-04-03 12:41:15,103.24
2023-04-03 12:41:30,101.79
2023-04-03 12:41:45,101.79
2023-04-03 12:42:00,101.79
2023-04-03 12:42:15,101.79
2023-04-03 12:42:30,97.28
2023-04-03 12:42:45,97.28
2023-04-03 12:43:00,97.28
2023-04-03 12:43:15,97.28
2023-04-03 12:43:30,104.88
2023-04-03 12:43:45,104.88
2023-04-03 12:44:00,104.88
2023-04-03 12:44:15,104.88

