sep=,
"Time","by-dependencies"
2023-04-03 12:32:30,17428480
2023-04-03 12:33:00,17469440
2023-04-03 12:33:30,19562496
2023-04-03 12:34:00,42336256
2023-04-03 12:34:30,42352640
2023-04-03 12:35:00,87175168
2023-04-03 12:35:30,87175168
2023-04-03 12:36:00,126791680
2023-04-03 12:36:30,126791680
2023-04-03 12:37:00,159002624
2023-04-03 12:37:30,166866944
2023-04-03 12:38:00,205754368
2023-04-03 12:38:30,203669504
2023-04-03 12:39:00,205066240
2023-04-03 12:39:30,206929920
2023-04-03 12:40:00,248328192
2023-04-03 12:40:30,248328192
2023-04-03 12:41:00,254664704
2023-04-03 12:41:30,255188992
2023-04-03 12:42:00,263663616
2023-04-03 12:42:30,263663616

