sep=,
"Time","by-dependencies"
2023-04-03 12:32:30,0.0364
2023-04-03 12:33:00,0.397
2023-04-03 12:33:30,2.54
2023-04-03 12:34:00,2.75
2023-04-03 12:34:30,2.86
2023-04-03 12:35:00,2.92
2023-04-03 12:35:30,2.44
2023-04-03 12:36:00,2.76
2023-04-03 12:36:30,2.56
2023-04-03 12:37:00,2.66
2023-04-03 12:37:30,2.58
2023-04-03 12:38:00,2.72
2023-04-03 12:38:30,2.73
2023-04-03 12:39:00,2.37
2023-04-03 12:39:30,2.51
2023-04-03 12:40:00,2.79
2023-04-03 12:40:30,2.48
2023-04-03 12:41:00,2.61
2023-04-03 12:41:30,2.70
2023-04-03 12:42:00,2.68
2023-04-03 12:42:30,2.81

