"Time","all-in-one"
2023-05-26 08:43:30,0.0401
2023-05-26 08:44:00,0.0463
2023-05-26 08:44:30,1.37
2023-05-26 08:45:00,3.58
2023-05-26 08:45:30,3.39
2023-05-26 08:46:00,3.26
2023-05-26 08:46:30,3.30
2023-05-26 08:47:00,3.42
2023-05-26 08:47:30,2.70
2023-05-26 08:48:00,3.18
2023-05-26 08:48:30,3.21
2023-05-26 08:49:00,3.17
2023-05-26 08:49:30,3.19
2023-05-26 08:50:00,3.13
2023-05-26 08:50:30,3.10
2023-05-26 08:51:00,3.16
2023-05-26 08:51:30,2.94
2023-05-26 08:52:00,3.17
2023-05-26 08:52:30,3.18
2023-05-26 08:53:00,3.19
2023-05-26 08:53:30,3.13

