"Time","Total Cost"
2023-05-26 08:45:45,70.42
2023-05-26 08:46:00,119.68
2023-05-26 08:46:15,119.68
2023-05-26 08:46:30,119.68
2023-05-26 08:46:45,119.68
2023-05-26 08:47:00,116.69
2023-05-26 08:47:15,116.69
2023-05-26 08:47:30,116.69
2023-05-26 08:47:45,116.69
2023-05-26 08:48:00,113.47
2023-05-26 08:48:15,113.47
2023-05-26 08:48:30,113.47
2023-05-26 08:48:45,113.47
2023-05-26 08:49:00,111.58
2023-05-26 08:49:15,111.58
2023-05-26 08:49:30,111.58
2023-05-26 08:49:45,111.58
2023-05-26 08:50:00,110.90
2023-05-26 08:50:15,110.90
2023-05-26 08:50:30,110.90
2023-05-26 08:50:45,110.90
2023-05-26 08:51:00,110.31
2023-05-26 08:51:15,110.31
2023-05-26 08:51:30,110.31
2023-05-26 08:51:45,110.31
2023-05-26 08:52:00,110.80
2023-05-26 08:52:15,110.80
2023-05-26 08:52:30,110.80
2023-05-26 08:52:45,110.80
2023-05-26 08:53:00,111.79
2023-05-26 08:53:15,111.79
2023-05-26 08:53:30,111.79
2023-05-26 08:53:45,111.79
2023-05-26 08:54:00,111.48
2023-05-26 08:54:15,111.48
2023-05-26 08:54:30,111.48
2023-05-26 08:54:45,111.48
2023-05-26 08:55:00,83.41
2023-05-26 08:55:15,83.41
2023-05-26 08:55:30,83.41
2023-05-26 08:55:45,83.41

