sep=,
"Time","all-in-one"
2023-05-26 08:43:30,1951440896
2023-05-26 08:44:00,1953759232
2023-05-26 08:44:30,2101710848
2023-05-26 08:45:00,2192326656
2023-05-26 08:45:30,2217394176
2023-05-26 08:46:00,2231762944
2023-05-26 08:46:30,2266357760
2023-05-26 08:47:00,2325291008
2023-05-26 08:47:30,2341085184
2023-05-26 08:48:00,2366226432
2023-05-26 08:48:30,2379788288
2023-05-26 08:49:00,2388094976
2023-05-26 08:49:30,2394832896
2023-05-26 08:50:00,2397892608
2023-05-26 08:50:30,2414456832
2023-05-26 08:51:00,2416386048
2023-05-26 08:51:30,2411286528
2023-05-26 08:52:00,2425257984
2023-05-26 08:52:30,2442653696
2023-05-26 08:53:00,2441023488
2023-05-26 08:53:30,2426658816

