"Time","all-in-one"
2023-05-27 13:20:30,9539584
2023-05-27 13:21:00,9539584
2023-05-27 13:21:30,15847424
2023-05-27 13:22:00,15847424
2023-05-27 13:22:30,39784448
2023-05-27 13:23:00,42930176
2023-05-27 13:23:30,80846848
2023-05-27 13:24:00,80846848
2023-05-27 13:24:30,117121024
2023-05-27 13:25:00,120766464
2023-05-27 13:25:30,124059648
2023-05-27 13:26:00,124063744
2023-05-27 13:26:30,128258048
2023-05-27 13:27:00,131969024
2023-05-27 13:27:30,146649088
2023-05-27 13:28:00,146649088
2023-05-27 13:28:30,148267008
2023-05-27 13:29:00,148267008
2023-05-27 13:29:30,148267008
2023-05-27 13:30:00,158269440
2023-05-27 13:30:30,168271872

