"Time","all-in-one"
2023-05-27 13:20:30,0.0417
2023-05-27 13:21:00,0.357
2023-05-27 13:21:30,3.04
2023-05-27 13:22:00,3.64
2023-05-27 13:22:30,3.44
2023-05-27 13:23:00,2.75
2023-05-27 13:23:30,3.61
2023-05-27 13:24:00,3.58
2023-05-27 13:24:30,3.37
2023-05-27 13:25:00,3.34
2023-05-27 13:25:30,2.52
2023-05-27 13:26:00,3.43
2023-05-27 13:26:30,3.60
2023-05-27 13:27:00,3.58
2023-05-27 13:27:30,3.62
2023-05-27 13:28:00,3.62
2023-05-27 13:28:30,3.57
2023-05-27 13:29:00,3.26
2023-05-27 13:29:30,3.35
2023-05-27 13:30:00,3.62
2023-05-27 13:30:30,3.01

