"Time","by-dependencies"
2024-02-27 03:17:30,29159424
2024-02-27 03:18:00,29253632
2024-02-27 03:18:30,43864064
2024-02-27 03:19:00,56254464
2024-02-27 03:19:30,108511232
2024-02-27 03:20:00,110252032
2024-02-27 03:20:30,150847488
2024-02-27 03:21:00,167190528
2024-02-27 03:21:30,185561088
2024-02-27 03:22:00,213549056
2024-02-27 03:22:30,252551168
2024-02-27 03:23:00,270737408
2024-02-27 03:23:30,284864512
2024-02-27 03:24:00,292098048
2024-02-27 03:24:30,311820288
2024-02-27 03:25:00,347086848
2024-02-27 03:25:30,364425216
2024-02-27 03:26:00,382816256
2024-02-27 03:26:30,416370688
2024-02-27 03:27:00,428003328
2024-02-27 03:27:30,448966656
