"Time","by-dependencies"
2024-02-27 03:17:30,2278363136
2024-02-27 03:18:00,2648481792
2024-02-27 03:18:30,3455148032
2024-02-27 03:19:00,4200759296
2024-02-27 03:19:30,4513689600
2024-02-27 03:20:00,5110607872
2024-02-27 03:20:30,5430337536
2024-02-27 03:21:00,6144995328
2024-02-27 03:21:30,6572216320
2024-02-27 03:22:00,6992359424
2024-02-27 03:22:30,7100276736
2024-02-27 03:23:00,7120785408
2024-02-27 03:23:30,7664238592
2024-02-27 03:24:00,7857799168
2024-02-27 03:24:30,8136077312
2024-02-27 03:25:00,8464670720
2024-02-27 03:25:30,8781570048
2024-02-27 03:26:00,9048682496
2024-02-27 03:26:30,9342889984
2024-02-27 03:27:00,9642991616
2024-02-27 03:27:30,9791471616
