"Time","by-dependencies"
2024-01-23 09:52:00,6
2024-01-23 09:52:15,6
2024-01-23 09:52:30,6
2024-01-23 09:52:45,8
2024-01-23 09:53:00,11
2024-01-23 09:53:15,11
2024-01-23 09:53:30,11
2024-01-23 09:53:45,11
2024-01-23 09:54:00,11
2024-01-23 09:54:15,11
2024-01-23 09:54:30,13
2024-01-23 09:54:45,13
2024-01-23 09:55:00,13
2024-01-23 09:55:15,13
2024-01-23 09:55:30,13
2024-01-23 09:55:45,13
2024-01-23 09:56:00,13
2024-01-23 09:56:15,14
2024-01-23 09:56:30,14
2024-01-23 09:56:45,14
2024-01-23 09:57:00,14
2024-01-23 09:57:15,14
2024-01-23 09:57:30,14
2024-01-23 09:57:45,14
2024-01-23 09:58:00,14
2024-01-23 09:58:15,14
2024-01-23 09:58:30,14
2024-01-23 09:58:45,14
2024-01-23 09:59:00,14
2024-01-23 09:59:15,14
2024-01-23 09:59:30,14
2024-01-23 09:59:45,14
2024-01-23 10:00:00,14
2024-01-23 10:00:15,14
2024-01-23 10:00:30,14
2024-01-23 10:00:45,14
2024-01-23 10:01:00,14
2024-01-23 10:01:15,14
2024-01-23 10:01:30,14
2024-01-23 10:01:45,14
2024-01-23 10:02:00,14
