"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-01-23 09:52:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:52:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:52:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:52:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:53:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:53:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 09:53:30,1,1,1,1,1,1,1,1,1,1,1,2,1
2024-01-23 09:53:45,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 09:54:00,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 09:54:15,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 09:54:30,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 09:54:45,2,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 09:55:00,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:55:15,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:55:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:55:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:56:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:56:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:56:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:56:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:57:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:57:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:57:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:57:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:58:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:58:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:58:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:58:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:59:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:59:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:59:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 09:59:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 10:00:00,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 10:00:15,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 10:00:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 10:00:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 10:01:00,2,4,1,1,1,1,1,2,1,1,1,2,1
2024-01-23 10:01:15,2,4,1,1,1,1,1,2,1,1,1,2,1
2024-01-23 10:01:30,2,4,1,1,1,1,1,2,1,1,1,2,1
2024-01-23 10:01:45,2,4,1,1,1,1,1,2,1,1,1,2,1
2024-01-23 10:02:00,2,4,1,1,1,2,1,2,1,1,1,2,1
