"Time","by-dependencies"
2024-01-23 09:52:00,0.304
2024-01-23 09:52:30,3.03
2024-01-23 09:53:00,4.59
2024-01-23 09:53:30,5.55
2024-01-23 09:54:00,5.26
2024-01-23 09:54:30,6.14
2024-01-23 09:55:00,5.60
2024-01-23 09:55:30,5.53
2024-01-23 09:56:00,5.76
2024-01-23 09:56:30,5.26
2024-01-23 09:57:00,4.83
2024-01-23 09:57:30,4.76
2024-01-23 09:58:00,4.77
2024-01-23 09:58:30,4.57
2024-01-23 09:59:00,4.95
2024-01-23 09:59:30,4.67
2024-01-23 10:00:00,4.77
2024-01-23 10:00:30,4.90
2024-01-23 10:01:00,4.09
2024-01-23 10:01:30,4.20
2024-01-23 10:02:00,4.09
