"Time","by-dependencies"
2024-01-23 09:52:00,16510976
2024-01-23 09:52:30,22855680
2024-01-23 09:53:00,47812608
2024-01-23 09:53:30,50450432
2024-01-23 09:54:00,92000256
2024-01-23 09:54:30,113704960
2024-01-23 09:55:00,133939200
2024-01-23 09:55:30,154001408
2024-01-23 09:56:00,185552896
2024-01-23 09:56:30,205836288
2024-01-23 09:57:00,228118528
2024-01-23 09:57:30,223170560
2024-01-23 09:58:00,259551232
2024-01-23 09:58:30,263200768
2024-01-23 09:59:00,318341120
2024-01-23 09:59:30,318664704
2024-01-23 10:00:00,340770816
2024-01-23 10:00:30,347672576
2024-01-23 10:01:00,351924224
2024-01-23 10:01:30,351956992
2024-01-23 10:02:00,377139200
