"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-01-23 09:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:52:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:52:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:52:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:53:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:53:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:53:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:54:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:54:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:54:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:55:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:55:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:55:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:56:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:56:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:56:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:57:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:57:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:57:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:58:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:58:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:58:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:59:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:59:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 09:59:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:00:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:00:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 10:01:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-23 10:01:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-23 10:01:45,0,0,0,0,0,2,0,0,0,0,0,0,0
2024-01-23 10:02:00,0,0,0,0,0,2,0,0,0,0,0,0,0
