Timestamp,User.Count,Type,Name,Requests.s,Failures.s,X50.,X66.,X75.,X80.,X90.,X95.,X98.,X99.,X99.9.,X99.99.,X100.,Total.Request.Count,Total.Failure.Count,Total.Median.Response.Time,Total.Average.Response.Time,Total.Min.Response.Time,Total.Max.Response.Time,Total.Average.Content.Size
1709028416,0,,Aggregated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709028417,0,,Aggregated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709028418,1,,Aggregated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709028419,2,,Aggregated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709028420,3,GET,/,0,0,20,20,20,20,20,20,20,20,20,20,20,2,0,17,18.5,17,20,8688
1709028420,3,GET,/basket.html,0,0,3,3,3,3,3,3,3,3,3,3,3,2,0,3,3,3,3,23020
1709028420,3,POST,/cart,0,0,550,550,550,550,550,550,550,550,550,550,550,2,0,224,388,224,552,0
1709028420,3,GET,/category.html,0,0,5,5,5,5,5,5,5,5,5,5,5,2,0,4,4.5,4,5,11518
1709028420,3,GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,6,10364
1709028420,3,GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,10364
1709028420,3,GET,/login,0,0,670,670,670,670,670,670,670,670,670,670,670,2,0,85,376.5,85,668,13
1709028420,3,,Aggregated,0,0,17,20,220,220,550,670,670,670,670,670,670,12,0,6,132.5,3,668,8933.83333333333
1709028421,4,GET,/,0,0,20,20,20,20,20,20,20,20,20,20,20,2,0,17,18.5,17,20,8688
1709028421,4,GET,/basket.html,0,0,3,3,3,3,3,3,3,3,3,3,3,2,0,3,3,3,3,23020
1709028421,4,POST,/cart,0,0,550,550,550,550,550,550,550,550,550,550,550,2,0,224,388,224,552,0
1709028421,4,GET,/category.html,0,0,5,5,5,5,5,5,5,5,5,5,5,2,0,4,4.5,4,5,11518
1709028421,4,GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,6,10364
1709028421,4,GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,10364
1709028421,4,GET,/login,0,0,670,670,670,670,670,670,670,670,670,670,670,2,0,85,376.5,85,668,13
1709028421,4,,Aggregated,0,0,17,20,220,220,550,670,670,670,670,670,670,12,0,6,132.5,3,668,8933.83333333333
1709028422,5,GET,/,0,0,20,20,20,20,20,20,20,20,20,20,20,2,0,17,18.5,17,20,8688
1709028422,5,GET,/basket.html,0,0,3,3,3,3,3,3,3,3,3,3,3,2,0,3,3,3,3,23020
1709028422,5,POST,/cart,0,0,550,550,550,550,550,550,550,550,550,550,550,2,0,224,388,224,552,0
1709028422,5,GET,/category.html,0,0,5,5,5,5,5,5,5,5,5,5,5,2,0,4,4.5,4,5,11518
1709028422,5,GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,6,10364
1709028422,5,GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,10364
1709028422,5,GET,/login,0,0,670,670,670,670,670,670,670,670,670,670,670,2,0,85,376.5,85,668,13
1709028422,5,,Aggregated,0,0,17,20,220,220,550,670,670,670,670,670,670,12,0,6,132.5,3,668,8933.83333333333
1709028423,6,GET,/,1,0,46,47,49,49,58,62,62,62,62,62,62,19,0,45,40.6842105263158,17,62,8688
1709028423,6,GET,/basket.html,1,0,6,7,8,9,9,53,53,53,53,53,53,15,0,5,8.6,3,53,23020
1709028423,6,DELETE,/cart,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,49,52,30,82,0
1709028423,6,POST,/cart,1,0,170,220,220,230,230,550,550,550,550,550,550,15,0,170,208.8,137,552,0
