"Time","by-dependencies"
2024-02-27 07:07:00,29978624
2024-02-27 07:07:30,32063488
2024-02-27 07:08:00,47767552
2024-02-27 07:08:30,56238080
2024-02-27 07:09:00,81018880
2024-02-27 07:09:30,81498112
2024-02-27 07:10:00,116346880
2024-02-27 07:10:30,122626048
2024-02-27 07:11:00,162639872
2024-02-27 07:11:30,170151936
2024-02-27 07:12:00,211431424
2024-02-27 07:12:30,230031360
2024-02-27 07:13:00,245198848
2024-02-27 07:13:30,272347136
2024-02-27 07:14:00,311959552
2024-02-27 07:14:30,330584064
2024-02-27 07:15:00,341733376
2024-02-27 07:15:30,364990464
2024-02-27 07:16:00,388603904
2024-02-27 07:16:30,426328064
2024-02-27 07:17:00,449961984
