"Time","by-dependencies"
2024-02-27 07:07:00,0.0979
2024-02-27 07:07:30,1.63
2024-02-27 07:08:00,4.08
2024-02-27 07:08:30,4.77
2024-02-27 07:09:00,4.67
2024-02-27 07:09:30,3.71
2024-02-27 07:10:00,3.75
2024-02-27 07:10:30,3.91
2024-02-27 07:11:00,4.41
2024-02-27 07:11:30,4.45
2024-02-27 07:12:00,4.47
2024-02-27 07:12:30,4.99
2024-02-27 07:13:00,5.10
2024-02-27 07:13:30,4.71
2024-02-27 07:14:00,5.23
2024-02-27 07:14:30,5.16
2024-02-27 07:15:00,5.06
2024-02-27 07:15:30,5.30
2024-02-27 07:16:00,5.00
2024-02-27 07:16:30,5.21
2024-02-27 07:17:00,4.84
