"Time","by-stack"
2023-05-27 15:03:00,2012372992
2023-05-27 15:03:30,2104778752
2023-05-27 15:04:00,2439782400
2023-05-27 15:04:30,2658471936
2023-05-27 15:05:00,2755788800
2023-05-27 15:05:30,2799955968
2023-05-27 15:06:00,2848419840
2023-05-27 15:06:30,2923937792
2023-05-27 15:07:00,2970488832
2023-05-27 15:07:30,3027681280
2023-05-27 15:08:00,3031990272
2023-05-27 15:08:30,3200233472
2023-05-27 15:09:00,3385974784
2023-05-27 15:09:30,3587055616
2023-05-27 15:10:00,3658227712
2023-05-27 15:10:30,3839381504
2023-05-27 15:11:00,4004827136
2023-05-27 15:11:30,4075593728
2023-05-27 15:12:00,4119576576
2023-05-27 15:12:30,4327235584
2023-05-27 15:13:00,3859582976

