"Time","by-stack"
2024-02-27 00:14:30,2147471360
2024-02-27 00:15:00,2575409152
2024-02-27 00:15:30,3321110528
2024-02-27 00:16:00,4019081216
2024-02-27 00:16:30,4302643200
2024-02-27 00:17:00,4497432576
2024-02-27 00:17:30,4898197504
2024-02-27 00:18:00,4987858944
2024-02-27 00:18:30,5052678144
2024-02-27 00:19:00,5189193728
2024-02-27 00:19:30,5256986624
2024-02-27 00:20:00,5296402432
2024-02-27 00:20:30,5404680192
2024-02-27 00:21:00,5402533888
2024-02-27 00:21:30,5460566016
2024-02-27 00:22:00,5578313728
2024-02-27 00:22:30,5589733376
2024-02-27 00:23:00,5692329984
2024-02-27 00:23:30,5662887936
2024-02-27 00:24:00,5790441472
2024-02-27 00:24:30,5797101568
