sep=,
"Time","by-stack"
2023-03-30 10:21:30,0.0511
2023-03-30 10:22:00,0.192
2023-03-30 10:22:30,2.36
2023-03-30 10:23:00,3.32
2023-03-30 10:23:30,3.39
2023-03-30 10:24:00,3.33
2023-03-30 10:24:30,2.95
2023-03-30 10:25:00,2.78
2023-03-30 10:25:30,3.23
2023-03-30 10:26:00,3.21
2023-03-30 10:26:30,2.82
2023-03-30 10:27:00,3.22
2023-03-30 10:27:30,2.88
2023-03-30 10:28:00,3.02
2023-03-30 10:28:30,3.35
2023-03-30 10:29:00,3.25
2023-03-30 10:29:30,2.97
2023-03-30 10:30:00,2.99
2023-03-30 10:30:30,3.13
2023-03-30 10:31:00,3.03
2023-03-30 10:31:30,3.31

