sep=,
"Time","by-stack"
2023-03-30 10:21:30,2379411456
2023-03-30 10:22:00,2460016640
2023-03-30 10:22:30,2890899456
2023-03-30 10:23:00,3009413120
2023-03-30 10:23:30,3119394816
2023-03-30 10:24:00,3243765760
2023-03-30 10:24:30,3312300032
2023-03-30 10:25:00,3364007936
2023-03-30 10:25:30,3408662528
2023-03-30 10:26:00,3473195008
2023-03-30 10:26:30,3547369472
2023-03-30 10:27:00,3596988416
2023-03-30 10:27:30,3867852800
2023-03-30 10:28:00,3977621504
2023-03-30 10:28:30,3947343872
2023-03-30 10:29:00,3963875328
2023-03-30 10:29:30,3965038592
2023-03-30 10:30:00,3957342208
2023-03-30 10:30:30,3950268416
2023-03-30 10:31:00,3983446016
2023-03-30 10:31:30,4019642368

