sep=,
"Time","by-stack"
2023-03-30 10:21:30,60850176
2023-03-30 10:22:00,60850176
2023-03-30 10:22:30,73420800
2023-03-30 10:23:00,77352960
2023-03-30 10:23:30,97366016
2023-03-30 10:24:00,117305344
2023-03-30 10:24:30,145637376
2023-03-30 10:25:00,156991488
2023-03-30 10:25:30,190226432
2023-03-30 10:26:00,194420736
2023-03-30 10:26:30,228626432
2023-03-30 10:27:00,239157248
2023-03-30 10:27:30,244748288
2023-03-30 10:28:00,254750720
2023-03-30 10:28:30,282800128
2023-03-30 10:29:00,303288320
2023-03-30 10:29:30,307568640
2023-03-30 10:30:00,302972928
2023-03-30 10:30:30,325607424
2023-03-30 10:31:00,332947456
2023-03-30 10:31:30,344563712

