"Time","by-dependencies"
2024-02-27 01:23:00,0.170
2024-02-27 01:23:30,2.45
2024-02-27 01:24:00,3.90
2024-02-27 01:24:30,4.73
2024-02-27 01:25:00,4.61
2024-02-27 01:25:30,3.82
2024-02-27 01:26:00,4.08
2024-02-27 01:26:30,4.02
2024-02-27 01:27:00,4.25
2024-02-27 01:27:30,4.55
2024-02-27 01:28:00,4.66
2024-02-27 01:28:30,4.89
2024-02-27 01:29:00,5.04
2024-02-27 01:29:30,5.08
2024-02-27 01:30:00,5.11
2024-02-27 01:30:30,5.37
2024-02-27 01:31:00,5.22
2024-02-27 01:31:30,5.33
2024-02-27 01:32:00,5.28
2024-02-27 01:32:30,5.21
2024-02-27 01:33:00,4.41
