"Time","by-dependencies"
2024-02-27 09:02:00,2396704768
2024-02-27 09:02:30,2787749888
2024-02-27 09:03:00,3713409024
2024-02-27 09:03:30,4174774272
2024-02-27 09:04:00,4609892352
2024-02-27 09:04:30,4920852480
2024-02-27 09:05:00,5272502272
2024-02-27 09:05:30,5769211904
2024-02-27 09:06:00,6129340416
2024-02-27 09:06:30,6605303808
2024-02-27 09:07:00,6861185024
2024-02-27 09:07:30,7134019584
2024-02-27 09:08:00,7111159808
2024-02-27 09:08:30,7249743872
2024-02-27 09:09:00,7305908224
2024-02-27 09:09:30,7759486976
2024-02-27 09:10:00,8103817216
2024-02-27 09:10:30,8170278912
2024-02-27 09:11:00,8226435072
2024-02-27 09:11:30,8310398976
2024-02-27 09:12:00,8370274304
