"Time","by-dependencies"
2024-02-27 09:02:00,0.281
2024-02-27 09:02:30,2.60
2024-02-27 09:03:00,4.88
2024-02-27 09:03:30,4.80
2024-02-27 09:04:00,5.20
2024-02-27 09:04:30,5.82
2024-02-27 09:05:00,5.50
2024-02-27 09:05:30,5.39
2024-02-27 09:06:00,4.98
2024-02-27 09:06:30,4.79
2024-02-27 09:07:00,4.65
2024-02-27 09:07:30,4.88
2024-02-27 09:08:00,4.26
2024-02-27 09:08:30,4.63
2024-02-27 09:09:00,4.65
2024-02-27 09:09:30,5.14
2024-02-27 09:10:00,4.97
2024-02-27 09:10:30,4.98
2024-02-27 09:11:00,4.71
2024-02-27 09:11:30,5.12
2024-02-27 09:12:00,4.87
