"Time","by-dependencies"
2024-02-27 09:02:00,34680832
2024-02-27 09:02:30,35168256
2024-02-27 09:03:00,57573376
2024-02-27 09:03:30,66850816
2024-02-27 09:04:00,95338496
2024-02-27 09:04:30,125997056
2024-02-27 09:05:00,144470016
2024-02-27 09:05:30,163024896
2024-02-27 09:06:00,196882432
2024-02-27 09:06:30,206229504
2024-02-27 09:07:00,230395904
2024-02-27 09:07:30,232382464
2024-02-27 09:08:00,244854784
2024-02-27 09:08:30,250163200
2024-02-27 09:09:00,295661568
2024-02-27 09:09:30,301969408
2024-02-27 09:10:00,338399232
2024-02-27 09:10:30,340627456
2024-02-27 09:11:00,355307520
2024-02-27 09:11:30,382087168
2024-02-27 09:12:00,402960384
