"Time","all-in-one"
2024-02-27 01:58:00,25407488
2024-02-27 01:58:30,25407488
2024-02-27 01:59:00,35864576
2024-02-27 01:59:30,39092224
2024-02-27 02:00:00,77692928
2024-02-27 02:00:30,77692928
2024-02-27 02:01:00,119840768
2024-02-27 02:01:30,127680512
2024-02-27 02:02:00,206573568
2024-02-27 02:02:30,206573568
2024-02-27 02:03:00,228012032
2024-02-27 02:03:30,242216960
2024-02-27 02:04:00,249638912
2024-02-27 02:04:30,259641344
2024-02-27 02:05:00,272224256
2024-02-27 02:05:30,289579008
2024-02-27 02:06:00,281796608
2024-02-27 02:06:30,281796608
2024-02-27 02:07:00,292806656
2024-02-27 02:07:30,307003392
2024-02-27 02:08:00,327974912
