Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,45943,0,59,107.19970398101997,2,1189,8688.0,76.43724460846089,0.0,59,79,110,130,230,350,550,710,970,1100,1200
GET,/basket.html,44980,0,20,69.26480658070254,2,1236,23020.0,74.83506219638619,0.0,20,47,71,96,190,310,500,620,840,1000,1200
DELETE,/cart,43542,0,4600,3899.34038399706,14,9443,0.0,72.44260289362043,0.0,4600,5000,5100,5300,5600,5800,6200,6400,7200,8900,9400
POST,/cart,44985,101,6300,5507.596487718129,43,13209,0.14369234189174168,74.84338090049872,0.16803782307325488,6300,6800,7000,7200,7700,8200,8700,9100,10000,12000,13000
GET,/category.html,45515,0,21,67.66962539822036,2,1273,11518.0,75.72516353642769,0.0,21,45,69,93,180,300,500,630,850,1000,1300
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,5098,0,17,65.78658297371518,2,1043,10364.0,8.481750713143104,0.0,17,37,62,85,180,310,530,670,870,1000,1000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,5099,0,17,65.62384781329672,2,1043,10364.0,8.48341445396561,0.0,17,37,60,88,190,320,510,650,830,1000,1000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,5114,0,17,69.48670316777473,2,1051,10364.0,8.508370566303222,0.0,17,38,63,90,190,350,580,680,890,1100,1100
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,4999,0,17,66.1372274454891,2,1045,10364.0,8.317040371714862,0.0,17,38,62,85,180,310,560,670,870,1000,1000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,5118,0,18,66.0465025400547,2,1044,10364.0,8.515025529593252,0.0,18,38,64,89,190,300,510,610,930,1000,1000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,5031,0,17,68.10097396143908,2,994,10364.0,8.370280078035101,0.0,17,39,63,92,190,320,560,650,810,990,990
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,4957,0,17,69.09642929191043,2,1140,10364.0,8.247163257169548,0.0,17,39,66,93,190,330,550,660,890,1100,1100
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,5139,0,17,66.88538626191865,2,1199,10364.0,8.54996408686591,0.0,17,38,63,90,190,310,520,660,930,1200,1200
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,4957,0,16,67.05305628404277,2,1210,10364.0,8.247163257169548,0.0,16,36,63,88,190,320,550,660,930,1200,1200
GET,/login,45516,0,5200,4464.546203532824,50,10455,12.998286316899552,75.7268272772502,0.0,5200,5600,5800,6000,6400,6700,7100,7400,8500,10000,10000
POST,/orders,43941,1,5400,9793.184292574133,89,24995,606.077057873057,73.10643548180091,0.0016637408225074742,5400,10000,21000,21000,22000,23000,23000,23000,24000,25000,25000
,Aggregated,359934,102,420,2959.5723743797475,2,24995,6828.335883800919,598.8368892084052,0.16970156389576235,420,4300,5100,5500,6800,8200,22000,22000,23000,24000,25000
