Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,29105,0,540,799.7739563648857,1,4310,8688.0,48.43485220623119,0.0,540,900,1200,1400,2000,2500,2700,2900,3600,4300,4300
GET,/basket.html,28373,0,450,702.9694427801079,0,4537,23020.0,47.2167002799312,0.0,450,810,1000,1200,1700,2200,2600,3000,3700,4300,4500
DELETE,/cart,26709,0,4400,4046.3073121419748,9,9227,0.0,44.44756803216729,0.0,4400,4800,5000,5300,5900,6500,7200,7600,8200,9100,9200
POST,/cart,28376,103,6600,6384.631836763462,23,60002,0.06540738652382296,47.221692705858665,0.17140662350942495,6600,7300,7800,8100,8800,9500,11000,11000,60000,60000,60000
GET,/category.html,28787,0,420,679.3082641470108,0,4257,11518.0,47.90565505792054,0.0,420,750,990,1200,1700,2300,2600,2900,3500,4100,4300
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3112,0,400,669.2316838046272,0,3972,10364.0,5.178809828750781,0.0,400,680,940,1100,1700,2500,2700,3000,3500,4000,4000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3165,0,420,672.2780410742496,0,4259,10364.0,5.267009353469223,0.0,420,690,960,1100,1700,2500,2700,3100,3600,4300,4300
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3242,0,400,658.6983343615052,0,4308,10364.0,5.395148285607337,0.0,400,690,940,1100,1700,2400,2700,3100,3700,4300,4300
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3197,0,380,654.2361588989678,0,4383,10364.0,5.320261896695452,0.0,380,690,940,1100,1700,2400,2700,3000,3600,4400,4400
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3151,0,380,647.4211361472549,0,3662,10364.0,5.243711365807748,0.0,380,660,910,1100,1700,2400,2700,2900,3400,3700,3700
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3203,0,410,671.11988760537,0,4158,10364.0,5.33024674855037,0.0,410,710,960,1100,1700,2400,2700,2800,3500,4200,4200
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3164,0,400,661.3252212389381,0,4419,10364.0,5.265345211493403,0.0,400,680,920,1100,1700,2400,2700,3100,3700,4400,4400
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3253,0,380,624.8069474331386,0,4063,10364.0,5.413453847341353,0.0,380,650,890,1100,1500,2200,2700,2900,3500,4100,4100
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3288,0,400,681.1128345498784,0,4323,10364.0,5.471698816495041,0.0,410,710,990,1100,1800,2500,2700,2900,3700,4300,4300
GET,/login,28794,0,5600,5373.575849135236,78,13284,12.996839619365145,47.91730405175128,0.0,5600,6300,6700,7000,7900,8600,9900,11000,13000,13000,13000
POST,/orders,26963,1,21000,19507.09857953492,211,36275,607.6837147201721,44.87026009402548,0.0016641419758196597,21000,26000,28000,30000,32000,33000,34000,34000,35000,36000,36000
,Aggregated,225882,104,1900,4656.012205487821,0,60002,6873.343289859307,375.8997177820964,0.1730707654852446,1900,4700,6000,6700,9800,24000,31000,33000,34000,60000,60000
