"Time","by-stack"
2023-05-28 17:34:30,0.0391
2023-05-28 17:35:00,0.0381
2023-05-28 17:35:30,1.62
2023-05-28 17:36:00,3.45
2023-05-28 17:36:30,3.28
2023-05-28 17:37:00,2.91
2023-05-28 17:37:30,2.56
2023-05-28 17:38:00,2.46
2023-05-28 17:38:30,2.86
2023-05-28 17:39:00,2.71
2023-05-28 17:39:30,2.79
2023-05-28 17:40:00,2.26
2023-05-28 17:40:30,2.80
2023-05-28 17:41:00,2.98
2023-05-28 17:41:30,2.97
2023-05-28 17:42:00,2.40
2023-05-28 17:42:30,2.99
2023-05-28 17:43:00,3.07
2023-05-28 17:43:30,2.94
2023-05-28 17:44:00,2.89
2023-05-28 17:44:30,3.03

