"Time","by-stack"
2023-05-28 17:34:30,1993375744
2023-05-28 17:35:00,1995190272
2023-05-28 17:35:30,2199277568
2023-05-28 17:36:00,2308247552
2023-05-28 17:36:30,2341212160
2023-05-28 17:37:00,2428534784
2023-05-28 17:37:30,2459566080
2023-05-28 17:38:00,2482987008
2023-05-28 17:38:30,2526863360
2023-05-28 17:39:00,2547863552
2023-05-28 17:39:30,2565582848
2023-05-28 17:40:00,2595291136
2023-05-28 17:40:30,2626891776
2023-05-28 17:41:00,2641870848
2023-05-28 17:41:30,2645110784
2023-05-28 17:42:00,2655596544
2023-05-28 17:42:30,2670305280
2023-05-28 17:43:00,2670551040
2023-05-28 17:43:30,2671513600
2023-05-28 17:44:00,2670628864
2023-05-28 17:44:30,2675986432

