sep=,
"Time","Total Cost"
2023-04-03 12:24:15,36.83
2023-04-03 12:24:30,113.12
2023-04-03 12:24:45,113.12
2023-04-03 12:25:00,113.12
2023-04-03 12:25:15,113.12
2023-04-03 12:25:30,106.95
2023-04-03 12:25:45,106.95
2023-04-03 12:26:00,106.95
2023-04-03 12:26:15,106.95
2023-04-03 12:26:30,106.20
2023-04-03 12:26:45,106.20
2023-04-03 12:27:00,106.20
2023-04-03 12:27:15,106.20
2023-04-03 12:27:30,104.26
2023-04-03 12:27:45,104.26
2023-04-03 12:28:00,104.26
2023-04-03 12:28:15,104.26
2023-04-03 12:28:30,104.37
2023-04-03 12:28:45,104.37
2023-04-03 12:29:00,104.37
2023-04-03 12:29:15,104.37
2023-04-03 12:29:30,104.02
2023-04-03 12:29:45,104.02
2023-04-03 12:30:00,104.02
2023-04-03 12:30:15,104.02
2023-04-03 12:30:30,102.92
2023-04-03 12:30:45,102.92
2023-04-03 12:31:00,102.92
2023-04-03 12:31:15,102.92
2023-04-03 12:31:30,105.44
2023-04-03 12:31:45,105.44
2023-04-03 12:32:00,105.44
2023-04-03 12:32:15,105.44
2023-04-03 12:32:30,103.31
2023-04-03 12:32:45,103.31
2023-04-03 12:33:00,103.31
2023-04-03 12:33:15,103.31
2023-04-03 12:33:30,95.95
2023-04-03 12:33:45,95.95
2023-04-03 12:34:00,95.95
2023-04-03 12:34:15,95.95

