sep=,
"Time","by-stack"
2023-04-03 12:21:30,2045730816
2023-04-03 12:22:00,2089918464
2023-04-03 12:22:30,2277523456
2023-04-03 12:23:00,2385891328
2023-04-03 12:23:30,2410385408
2023-04-03 12:24:00,2481631232
2023-04-03 12:24:30,2528206848
2023-04-03 12:25:00,2529357824
2023-04-03 12:25:30,2559623168
2023-04-03 12:26:00,2597486592
2023-04-03 12:26:30,2600247296
2023-04-03 12:27:00,2620047360
2023-04-03 12:27:30,2633965568
2023-04-03 12:28:00,2635661312
2023-04-03 12:28:30,2646163456
2023-04-03 12:29:00,2649784320
2023-04-03 12:29:30,2653581312
2023-04-03 12:30:00,2662154240
2023-04-03 12:30:30,2670673920
2023-04-03 12:31:00,2677604352
2023-04-03 12:31:30,2683543552
2023-04-03 12:32:00,2700513280

