sep=,
"Time","by-stack"
2023-04-03 12:21:30,16793600
2023-04-03 12:22:00,16879616
2023-04-03 12:22:30,17915904
2023-04-03 12:23:00,40947712
2023-04-03 12:23:30,40947712
2023-04-03 12:24:00,70950912
2023-04-03 12:24:30,70950912
2023-04-03 12:25:00,108044288
2023-04-03 12:25:30,108044288
2023-04-03 12:26:00,162738176
2023-04-03 12:26:30,162738176
2023-04-03 12:27:00,182919168
2023-04-03 12:27:30,182919168
2023-04-03 12:28:00,215248896
2023-04-03 12:28:30,215248896
2023-04-03 12:29:00,237834240
2023-04-03 12:29:30,236802048
2023-04-03 12:30:00,253136896
2023-04-03 12:30:30,253136896
2023-04-03 12:31:00,266850304
2023-04-03 12:31:30,266850304
2023-04-03 12:32:00,307826688

