"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2024-02-27 05:59:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 05:59:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 05:59:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 05:59:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:00:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 06:00:15,2,1,1,1,1,1,1,1,1,1
2024-02-27 06:00:30,2,1,1,1,1,1,1,1,1,1
2024-02-27 06:00:45,2,1,1,1,1,1,1,1,1,1
2024-02-27 06:01:00,2,1,2,1,1,1,1,1,1,1
2024-02-27 06:01:15,2,1,2,1,1,1,1,1,1,1
2024-02-27 06:01:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 06:01:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 06:02:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:02:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:02:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:02:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:03:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:03:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:03:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:03:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:04:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:04:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:04:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:04:45,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:05:00,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:05:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:05:30,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:05:45,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:06:00,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:06:15,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:06:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:06:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:07:00,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:07:15,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:07:30,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:07:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:08:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 06:08:15,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:08:30,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:08:45,3,2,1,1,1,1,1,1,1,1
2024-02-27 06:09:00,3,2,1,1,1,1,1,1,1,1
