"Time","by-stack"
2024-02-27 05:59:00,32243712
2024-02-27 05:59:30,40775680
2024-02-27 06:00:00,78868480
2024-02-27 06:00:30,85303296
2024-02-27 06:01:00,103829504
2024-02-27 06:01:30,104132608
2024-02-27 06:02:00,158142464
2024-02-27 06:02:30,168673280
2024-02-27 06:03:00,182140928
2024-02-27 06:03:30,194244608
2024-02-27 06:04:00,232558592
2024-02-27 06:04:30,252002304
2024-02-27 06:05:00,260423680
2024-02-27 06:05:30,274636800
2024-02-27 06:06:00,290365440
2024-02-27 06:06:30,306765824
2024-02-27 06:07:00,313638912
2024-02-27 06:07:30,333561856
2024-02-27 06:08:00,342884352
2024-02-27 06:08:30,342921216
2024-02-27 06:09:00,357601280
