"Time","by-stack"
2024-02-27 05:59:00,1.39
2024-02-27 05:59:30,4.36
2024-02-27 06:00:00,4.56
2024-02-27 06:00:30,4.79
2024-02-27 06:01:00,5.13
2024-02-27 06:01:30,5.68
2024-02-27 06:02:00,4.56
2024-02-27 06:02:30,4.82
2024-02-27 06:03:00,4.89
2024-02-27 06:03:30,4.59
2024-02-27 06:04:00,4.56
2024-02-27 06:04:30,4.43
2024-02-27 06:05:00,4.12
2024-02-27 06:05:30,4.91
2024-02-27 06:06:00,4.75
2024-02-27 06:06:30,4.33
2024-02-27 06:07:00,3.67
2024-02-27 06:07:30,2.71
2024-02-27 06:08:00,2.79
2024-02-27 06:08:30,3.31
2024-02-27 06:09:00,3.47
