"Time","by-stack"
2024-02-27 05:59:00,2579996672
2024-02-27 05:59:30,3337711616
2024-02-27 06:00:00,3800801280
2024-02-27 06:00:30,4350779392
2024-02-27 06:01:00,4505411584
2024-02-27 06:01:30,4863070208
2024-02-27 06:02:00,5073563648
2024-02-27 06:02:30,5031309312
2024-02-27 06:03:00,5137534976
2024-02-27 06:03:30,5191233536
2024-02-27 06:04:00,5337554944
2024-02-27 06:04:30,5355831296
2024-02-27 06:05:00,5887700992
2024-02-27 06:05:30,6153842688
2024-02-27 06:06:00,6221684736
2024-02-27 06:06:30,6641147904
2024-02-27 06:07:00,6639398912
2024-02-27 06:07:30,6945972224
2024-02-27 06:08:00,7009251328
2024-02-27 06:08:30,7191990272
2024-02-27 06:09:00,7542251520
