"Time","by-stack"
2024-02-27 05:59:00,3
2024-02-27 05:59:15,3
2024-02-27 05:59:30,3
2024-02-27 05:59:45,4
2024-02-27 06:00:00,5
2024-02-27 06:00:15,6
2024-02-27 06:00:30,6
2024-02-27 06:00:45,6
2024-02-27 06:01:00,6
2024-02-27 06:01:15,6
2024-02-27 06:01:30,6
2024-02-27 06:01:45,7
2024-02-27 06:02:00,7
2024-02-27 06:02:15,7
2024-02-27 06:02:30,7
2024-02-27 06:02:45,7
2024-02-27 06:03:00,7
2024-02-27 06:03:15,7
2024-02-27 06:03:30,7
2024-02-27 06:03:45,7
2024-02-27 06:04:00,7
2024-02-27 06:04:15,7
2024-02-27 06:04:30,7
2024-02-27 06:04:45,7
2024-02-27 06:05:00,7
2024-02-27 06:05:15,7
2024-02-27 06:05:30,7
2024-02-27 06:05:45,7
2024-02-27 06:06:00,7
2024-02-27 06:06:15,7
2024-02-27 06:06:30,7
2024-02-27 06:06:45,7
2024-02-27 06:07:00,7
2024-02-27 06:07:15,7
2024-02-27 06:07:30,7
2024-02-27 06:07:45,7
2024-02-27 06:08:00,7
2024-02-27 06:08:15,7
2024-02-27 06:08:30,7
2024-02-27 06:08:45,7
2024-02-27 06:09:00,7
