"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2023-05-29 16:15:15,1,1,1,1,1,1,1,1
2023-05-29 16:15:30,1,1,1,1,1,1,1,1
2023-05-29 16:15:45,1,1,1,1,1,1,1,1
2023-05-29 16:16:00,1,1,1,1,1,1,1,1
2023-05-29 16:16:15,1,1,1,1,1,1,1,1
2023-05-29 16:16:30,1,1,1,1,1,1,1,1
2023-05-29 16:16:45,1,1,1,1,1,1,1,1
2023-05-29 16:17:00,1,1,1,1,1,1,1,1
2023-05-29 16:17:15,1,1,1,1,1,1,1,1
2023-05-29 16:17:30,1,1,1,1,1,1,1,1
2023-05-29 16:17:45,1,1,1,1,1,1,1,1
2023-05-29 16:18:00,1,1,1,1,1,1,1,1
2023-05-29 16:18:15,1,1,1,1,1,1,1,1
2023-05-29 16:18:30,1,1,1,1,1,1,1,1
2023-05-29 16:18:45,1,1,1,1,1,1,1,1
2023-05-29 16:19:00,1,1,1,1,1,1,1,1
2023-05-29 16:19:15,1,1,1,1,1,1,1,1
2023-05-29 16:19:30,1,1,1,1,1,1,1,1
2023-05-29 16:19:45,1,1,1,1,1,1,1,1
2023-05-29 16:20:00,1,1,1,1,1,1,1,1
2023-05-29 16:20:15,1,1,1,1,1,1,1,1
2023-05-29 16:20:30,1,1,1,1,1,1,1,1
2023-05-29 16:20:45,1,1,1,1,1,1,1,1
2023-05-29 16:21:00,1,1,1,1,1,1,1,1
2023-05-29 16:21:15,1,1,1,1,1,1,1,1
2023-05-29 16:21:30,1,1,1,1,1,1,1,1
2023-05-29 16:21:45,1,1,1,1,1,1,1,1
2023-05-29 16:22:00,1,1,1,1,1,1,1,1
2023-05-29 16:22:15,1,1,1,1,1,1,1,1
2023-05-29 16:22:30,1,1,1,1,1,1,1,1
2023-05-29 16:22:45,1,1,1,1,1,1,1,1
2023-05-29 16:23:00,1,1,1,1,1,1,1,1
2023-05-29 16:23:15,1,1,1,1,1,1,1,1
2023-05-29 16:23:30,1,1,1,1,1,1,1,1
2023-05-29 16:23:45,1,1,1,1,1,1,1,1
2023-05-29 16:24:00,1,1,1,1,1,1,1,1
2023-05-29 16:24:15,1,1,1,1,1,1,1,1
2023-05-29 16:24:30,1,1,1,1,1,1,1,1
2023-05-29 16:24:45,1,1,1,1,1,1,1,1
2023-05-29 16:25:00,0,1,1,1,1,1,1,1
2023-05-29 16:25:15,0,1,1,1,1,1,1,1

