"Time","by-stack"
2023-05-27 23:20:00,5091328
2023-05-27 23:20:30,5595136
2023-05-27 23:21:00,5603328
2023-05-27 23:21:30,29687808
2023-05-27 23:22:00,30683136
2023-05-27 23:22:30,69345280
2023-05-27 23:23:00,69881856
2023-05-27 23:23:30,108081152
2023-05-27 23:24:00,108146688
2023-05-27 23:24:30,139767808
2023-05-27 23:25:00,139026432
2023-05-27 23:25:30,168386560
2023-05-27 23:26:00,168386560
2023-05-27 23:26:30,166375424
2023-05-27 23:27:00,166375424
2023-05-27 23:27:30,170086400
2023-05-27 23:28:00,170086400
2023-05-27 23:28:30,192106496
2023-05-27 23:29:00,192106496
2023-05-27 23:29:30,197435392
2023-05-27 23:30:00,197435392

