"Time","by-stack"
2023-05-27 23:20:00,2063511552
2023-05-27 23:20:30,2225020928
2023-05-27 23:21:00,2334334976
2023-05-27 23:21:30,2376544256
2023-05-27 23:22:00,2439835648
2023-05-27 23:22:30,2478174208
2023-05-27 23:23:00,2514690048
2023-05-27 23:23:30,2520928256
2023-05-27 23:24:00,2554298368
2023-05-27 23:24:30,2580226048
2023-05-27 23:25:00,2579615744
2023-05-27 23:25:30,2614067200
2023-05-27 23:26:00,2632790016
2023-05-27 23:26:30,2629054464
2023-05-27 23:27:00,2652491776
2023-05-27 23:27:30,2636955648
2023-05-27 23:28:00,2673664000
2023-05-27 23:28:30,2657476608
2023-05-27 23:29:00,2671222784
2023-05-27 23:29:30,2680041472
2023-05-27 23:30:00,2680438784

