"Time","by-stack"
2023-05-27 23:20:00,0.0451
2023-05-27 23:20:30,1.31
2023-05-27 23:21:00,3.41
2023-05-27 23:21:30,3.44
2023-05-27 23:22:00,3.21
2023-05-27 23:22:30,2.73
2023-05-27 23:23:00,3.25
2023-05-27 23:23:30,2.95
2023-05-27 23:24:00,2.94
2023-05-27 23:24:30,2.66
2023-05-27 23:25:00,2.93
2023-05-27 23:25:30,2.92
2023-05-27 23:26:00,2.72
2023-05-27 23:26:30,3.10
2023-05-27 23:27:00,2.84
2023-05-27 23:27:30,3.00
2023-05-27 23:28:00,2.91
2023-05-27 23:28:30,2.97
2023-05-27 23:29:00,2.94
2023-05-27 23:29:30,2.98
2023-05-27 23:30:00,2.57

