"Time","by-stack"
2024-02-26 22:19:30,0.149
2024-02-26 22:20:00,2.14
2024-02-26 22:20:30,3.76
2024-02-26 22:21:00,4.67
2024-02-26 22:21:30,3.71
2024-02-26 22:22:00,3.15
2024-02-26 22:22:30,4.28
2024-02-26 22:23:00,4.58
2024-02-26 22:23:30,4.91
2024-02-26 22:24:00,5.14
2024-02-26 22:24:30,5.02
2024-02-26 22:25:00,4.85
2024-02-26 22:25:30,5.13
2024-02-26 22:26:00,4.97
2024-02-26 22:26:30,5.40
2024-02-26 22:27:00,5.27
2024-02-26 22:27:30,5.35
2024-02-26 22:28:00,5.41
2024-02-26 22:28:30,5.25
2024-02-26 22:29:00,5.32
2024-02-26 22:29:30,5.18
